,iso2,year,cases,sex,age
24518,SK,1999,42,m,35-44
24519,SK,1999,51,m,45-54
24520,SK,1999,19,m,55-64
24521,SK,2000,0,f,0-14
24522,SK,2000,5,f,15-24
24523,SK,2000,9,f,25-34
24524,SK,2000,7,f,35-44
24525,SK,2000,5,f,45-54
24526,SK,2000,4,f,55-64
24527,SK,2000,2,m,0-14
24528,SK,2000,6,m,15-24
24529,SK,2000,15,m,25-34
24530,SK,2000,31,m,35-44
24531,SK,2000,50,m,45-54
24532,SK,2000,16,m,55-64
24533,SK,2001,1,f,0-14
24534,SK,2001,4,f,15-24
24535,SK,2001,9,f,25-34
24536,SK,2001,12,f,35-44
24537,SK,2001,8,f,45-54
24538,SK,2001,4,f,55-64
24539,SK,2001,0,m,0-14
24540,SK,2001,8,m,15-24
24541,SK,2001,13,m,25-34
24542,SK,2001,30,m,35-44
24543,SK,2001,48,m,45-54
24544,SK,2001,26,m,55-64
24545,SK,2002,0,f,0-14
24546,SK,2002,6,f,15-24
24547,SK,2002,9,f,25-34
24548,SK,2002,7,f,35-44
24549,SK,2002,3,f,45-54
24550,SK,2002,5,f,55-64
24551,SK,2002,0,m,0-14
24552,SK,2002,4,m,15-24
24553,SK,2002,18,m,25-34
24554,SK,2002,35,m,35-44
24555,SK,2002,40,m,45-54
24556,SK,2002,21,m,55-64
24557,SK,2003,1,f,0-14
24558,SK,2003,8,f,15-24
24559,SK,2003,9,f,25-34
24560,SK,2003,10,f,35-44
24561,SK,2003,3,f,45-54
24562,SK,2003,4,f,55-64
24563,SK,2003,1,m,0-14
24564,SK,2003,6,m,15-24
24565,SK,2003,8,m,25-34
24566,SK,2003,31,m,35-44
24567,SK,2003,36,m,45-54
24568,SK,2003,19,m,55-64
24569,SK,2004,1,f,0-14
24570,SK,2004,1,f,15-24
24571,SK,2004,2,f,25-34
24572,SK,2004,3,f,35-44
24573,SK,2004,6,f,45-54
24574,SK,2004,4,f,55-64
24575,SK,2004,0,m,0-14
24576,SK,2004,2,m,15-24
24577,SK,2004,17,m,25-34
24578,SK,2004,30,m,35-44
24579,SK,2004,30,m,45-54
24580,SK,2004,12,m,55-64
24581,SK,2005,0,f,0-14
24582,SK,2005,1,f,15-24
24583,SK,2005,8,f,25-34
24584,SK,2005,9,f,35-44
24585,SK,2005,5,f,45-54
24586,SK,2005,0,f,5-14
24587,SK,2005,6,f,55-64
24588,SK,2005,0,m,0-14
24589,SK,2005,3,m,15-24
24590,SK,2005,13,m,25-34
24591,SK,2005,16,m,35-44
24592,SK,2005,25,m,45-54
24593,SK,2005,0,m,5-14
24594,SK,2005,25,m,55-64
24595,SK,2006,0,f,0-14
24596,SK,2006,6,f,15-24
24597,SK,2006,6,f,25-34
24598,SK,2006,7,f,35-44
24599,SK,2006,4,f,45-54
24600,SK,2006,0,f,5-14
24601,SK,2006,3,f,55-64
24602,SK,2006,4,m,0-14
24603,SK,2006,8,m,15-24
24604,SK,2006,11,m,25-34
24605,SK,2006,18,m,35-44
24606,SK,2006,27,m,45-54
24607,SK,2006,3,m,5-14
24608,SK,2006,29,m,55-64
24609,SK,2007,1,f,0-14
24610,SK,2007,5,f,15-24
24611,SK,2007,3,f,25-34
24612,SK,2007,5,f,35-44
24613,SK,2007,6,f,45-54
24614,SK,2007,1,f,5-14
24615,SK,2007,3,f,55-64
24616,SK,2007,0,m,0-14
24617,SK,2007,8,m,15-24
24618,SK,2007,10,m,25-34
24619,SK,2007,18,m,35-44
24620,SK,2007,51,m,45-54
24621,SK,2007,0,m,5-14
24622,SK,2007,15,m,55-64
24623,SK,2008,1,f,0-14
24624,SK,2008,2,f,15-24
24625,SK,2008,4,f,25-34
24626,SK,2008,4,f,35-44
24627,SK,2008,5,f,45-54
24628,SK,2008,0,f,5-14
24629,SK,2008,1,f,55-64
24630,SK,2008,0,m,0-14
24631,SK,2008,2,m,15-24
24632,SK,2008,7,m,25-34
24633,SK,2008,16,m,35-44
24634,SK,2008,46,m,45-54
24635,SK,2008,0,m,5-14
24636,SK,2008,10,m,55-64
24637,SL,1995,18,f,0-14
24638,SL,1995,165,f,15-24
24639,SL,1995,193,f,25-34
24640,SL,1995,110,f,35-44
24641,SL,1995,65,f,45-54
24642,SL,1995,24,f,55-64
24643,SL,1995,10,m,0-14
24644,SL,1995,184,m,15-24
24645,SL,1995,305,m,25-34
24646,SL,1995,201,m,35-44
24647,SL,1995,99,m,45-54
24648,SL,1995,47,m,55-64
24649,SL,1996,35,f,0-14
24650,SL,1996,201,f,15-24
24651,SL,1996,278,f,25-34
24652,SL,1996,218,f,35-44
24653,SL,1996,89,f,45-54
24654,SL,1996,49,f,55-64
24655,SL,1996,23,m,0-14
24656,SL,1996,249,m,15-24
24657,SL,1996,450,m,25-34
24658,SL,1996,310,m,35-44
24659,SL,1996,180,m,45-54
24660,SL,1996,79,m,55-64
24661,SL,1997,21,f,0-14
24662,SL,1997,207,f,15-24
24663,SL,1997,328,f,25-34
24664,SL,1997,228,f,35-44
24665,SL,1997,67,f,45-54
24666,SL,1997,39,f,55-64
24667,SL,1997,14,m,0-14
24668,SL,1997,230,m,15-24
24669,SL,1997,470,m,25-34
24670,SL,1997,359,m,35-44
24671,SL,1997,182,m,45-54
24672,SL,1997,89,m,55-64
24673,SL,1998,36,f,0-14
24674,SL,1998,235,f,15-24
24675,SL,1998,294,f,25-34
24676,SL,1998,217,f,35-44
24677,SL,1998,86,f,45-54
24678,SL,1998,43,f,55-64
24679,SL,1998,14,m,0-14
24680,SL,1998,226,m,15-24
24681,SL,1998,445,m,25-34
24682,SL,1998,338,m,35-44
24683,SL,1998,191,m,45-54
24684,SL,1998,78,m,55-64
24685,SL,2000,27,f,0-14
24686,SL,2000,249,f,15-24
24687,SL,2000,298,f,25-34
24688,SL,2000,225,f,35-44
24689,SL,2000,92,f,45-54
24690,SL,2000,49,f,55-64
24691,SL,2000,18,m,0-14
24692,SL,2000,287,m,15-24
24693,SL,2000,486,m,25-34
24694,SL,2000,361,m,35-44
24695,SL,2000,190,m,45-54
24696,SL,2000,113,m,55-64
24697,SL,2001,36,f,0-14
24698,SL,2001,279,f,15-24
24699,SL,2001,292,f,25-34
24700,SL,2001,234,f,35-44
24701,SL,2001,120,f,45-54
24702,SL,2001,61,f,55-64
24703,SL,2001,19,m,0-14
24704,SL,2001,268,m,15-24
24705,SL,2001,546,m,25-34
24706,SL,2001,406,m,35-44
24707,SL,2001,230,m,45-54
24708,SL,2001,123,m,55-64
24709,SL,2002,31,f,0-14
24710,SL,2002,300,f,15-24
24711,SL,2002,382,f,25-34
24712,SL,2002,284,f,35-44
24713,SL,2002,133,f,45-54
24714,SL,2002,48,f,55-64
24715,SL,2002,23,m,0-14
24716,SL,2002,317,m,15-24
24717,SL,2002,561,m,25-34
24718,SL,2002,427,m,35-44
24719,SL,2002,246,m,45-54
24720,SL,2002,102,m,55-64
24721,SL,2003,26,f,0-14
24722,SL,2003,308,f,15-24
24723,SL,2003,394,f,25-34
24724,SL,2003,249,f,35-44
24725,SL,2003,122,f,45-54
24726,SL,2003,77,f,55-64
24727,SL,2003,19,m,0-14
24728,SL,2003,351,m,15-24
24729,SL,2003,564,m,25-34
24730,SL,2003,481,m,35-44
24731,SL,2003,264,m,45-54
24732,SL,2003,149,m,55-64
24733,SL,2004,40,f,0-14
24734,SL,2004,304,f,15-24
24735,SL,2004,440,f,25-34
24736,SL,2004,319,f,35-44
24737,SL,2004,170,f,45-54
24738,SL,2004,89,f,55-64
24739,SL,2004,19,m,0-14
24740,SL,2004,417,m,15-24
24741,SL,2004,659,m,25-34
24742,SL,2004,581,m,35-44
24743,SL,2004,364,m,45-54
24744,SL,2004,153,m,55-64
24745,SL,2005,54,f,0-14
24746,SL,2005,393,f,15-24
24747,SL,2005,518,f,25-34
24748,SL,2005,312,f,35-44
24749,SL,2005,207,f,45-54
24750,SL,2005,114,f,55-64
24751,SL,2005,45,m,0-14
24752,SL,2005,490,m,15-24
24753,SL,2005,792,m,25-34
24754,SL,2005,651,m,35-44
24755,SL,2005,397,m,45-54
24756,SL,2005,226,m,55-64
24757,SL,2006,68,f,0-14
24758,SL,2006,375,f,15-24
24759,SL,2006,536,f,25-34
24760,SL,2006,357,f,35-44
24761,SL,2006,207,f,45-54
24762,SL,2006,111,f,55-64
24763,SL,2006,43,m,0-14
24764,SL,2006,485,m,15-24
24765,SL,2006,851,m,25-34
24766,SL,2006,709,m,35-44
24767,SL,2006,446,m,45-54
24768,SL,2006,216,m,55-64
24769,SL,2007,74,f,0-14
24770,SL,2007,398,f,15-24
24771,SL,2007,568,f,25-34
24772,SL,2007,468,f,35-44
24773,SL,2007,255,f,45-54
24774,SL,2007,74,f,5-14
24775,SL,2007,143,f,55-64
24776,SL,2007,45,m,0-14
24777,SL,2007,538,m,15-24
24778,SL,2007,1032,m,25-34
24779,SL,2007,797,m,35-44
24780,SL,2007,520,m,45-54
24781,SL,2007,44,m,5-14
24782,SL,2007,258,m,55-64
24783,SL,2008,460,f,15-24
24784,SL,2008,609,f,25-34
24785,SL,2008,501,f,35-44
24786,SL,2008,269,f,45-54
24787,SL,2008,53,f,5-14
24788,SL,2008,153,f,55-64
24789,SL,2008,625,m,15-24
24790,SL,2008,1062,m,25-34
24791,SL,2008,938,m,35-44
24792,SL,2008,573,m,45-54
24793,SL,2008,43,m,5-14
24794,SL,2008,265,m,55-64
24795,SM,1997,0,f,0-14
24796,SM,1997,0,f,15-24
24797,SM,1997,1,f,25-34
24798,SM,1997,0,f,35-44
24799,SM,1997,0,f,45-54
24800,SM,1997,0,f,55-64
24801,SM,2003,0,f,0-14
24802,SM,2003,0,f,15-24
24803,SM,2003,0,f,25-34
24804,SM,2003,0,f,35-44
24805,SM,2003,0,f,45-54
24806,SM,2003,0,f,55-64
24807,SM,2003,0,m,0-14
24808,SM,2003,0,m,15-24
24809,SM,2003,0,m,25-34
24810,SM,2003,0,m,35-44
24811,SM,2003,0,m,45-54
24812,SM,2003,0,m,55-64
24813,SM,2004,0,f,0-14
24814,SM,2004,0,f,15-24
24815,SM,2004,0,f,25-34
24816,SM,2004,0,f,35-44
24817,SM,2004,0,f,45-54
24818,SM,2004,0,f,55-64
24819,SM,2004,0,m,0-14
24820,SM,2004,0,m,15-24
24821,SM,2004,0,m,25-34
24822,SM,2004,0,m,35-44
24823,SM,2004,0,m,45-54
24824,SM,2004,0,m,55-64
24825,SN,1995,84,f,0-14
24826,SN,1995,428,f,15-24
24827,SN,1995,461,f,25-34
24828,SN,1995,283,f,35-44
24829,SN,1995,203,f,45-54
24830,SN,1995,126,f,55-64
24831,SN,1995,94,m,0-14
24832,SN,1995,717,m,15-24
24833,SN,1995,1219,m,25-34
24834,SN,1995,813,m,35-44
24835,SN,1995,408,m,45-54
24836,SN,1995,300,m,55-64
24837,SN,1996,89,f,0-14
24838,SN,1996,450,f,15-24
24839,SN,1996,549,f,25-34
24840,SN,1996,341,f,35-44
24841,SN,1996,209,f,45-54
24842,SN,1996,121,f,55-64
24843,SN,1996,74,m,0-14
24844,SN,1996,773,m,15-24
24845,SN,1996,1281,m,25-34
24846,SN,1996,973,m,35-44
24847,SN,1996,474,m,45-54
24848,SN,1996,277,m,55-64
24849,SN,1997,75,f,0-14
24850,SN,1997,421,f,15-24
24851,SN,1997,509,f,25-34
24852,SN,1997,292,f,35-44
24853,SN,1997,191,f,45-54
24854,SN,1997,87,f,55-64
24855,SN,1997,64,m,0-14
24856,SN,1997,753,m,15-24
24857,SN,1997,1151,m,25-34
24858,SN,1997,876,m,35-44
24859,SN,1997,467,m,45-54
24860,SN,1997,267,m,55-64
24861,SN,1998,84,f,0-14
24862,SN,1998,412,f,15-24
24863,SN,1998,447,f,25-34
24864,SN,1998,307,f,35-44
24865,SN,1998,178,f,45-54
24866,SN,1998,98,f,55-64
24867,SN,1998,90,m,0-14
24868,SN,1998,781,m,15-24
24869,SN,1998,1208,m,25-34
24870,SN,1998,856,m,35-44
24871,SN,1998,453,m,45-54
24872,SN,1998,250,m,55-64
24873,SN,1999,58,f,0-14
24874,SN,1999,441,f,15-24
24875,SN,1999,434,f,25-34
24876,SN,1999,298,f,35-44
24877,SN,1999,184,f,45-54
24878,SN,1999,106,f,55-64
24879,SN,1999,50,m,0-14
24880,SN,1999,721,m,15-24
24881,SN,1999,1070,m,25-34
24882,SN,1999,749,m,35-44
24883,SN,1999,424,m,45-54
24884,SN,1999,233,m,55-64
24885,SN,2000,77,f,0-14
24886,SN,2000,521,f,15-24
24887,SN,2000,540,f,25-34
24888,SN,2000,376,f,35-44
24889,SN,2000,217,f,45-54
24890,SN,2000,107,f,55-64
24891,SN,2000,60,m,0-14
24892,SN,2000,772,m,15-24
24893,SN,2000,1297,m,25-34
24894,SN,2000,857,m,35-44
24895,SN,2000,470,m,45-54
24896,SN,2000,279,m,55-64
24897,SN,2001,90,f,0-14
24898,SN,2001,540,f,15-24
24899,SN,2001,531,f,25-34
24900,SN,2001,333,f,35-44
24901,SN,2001,204,f,45-54
24902,SN,2001,113,f,55-64
24903,SN,2001,77,m,0-14
24904,SN,2001,908,m,15-24
24905,SN,2001,1331,m,25-34
24906,SN,2001,890,m,35-44
24907,SN,2001,498,m,45-54
24908,SN,2001,258,m,55-64
24909,SN,2002,61,f,0-14
24910,SN,2002,545,f,15-24
24911,SN,2002,523,f,25-34
24912,SN,2002,317,f,35-44
24913,SN,2002,210,f,45-54
24914,SN,2002,118,f,55-64
24915,SN,2002,58,m,0-14
24916,SN,2002,815,m,15-24
24917,SN,2002,1271,m,25-34
24918,SN,2002,813,m,35-44
24919,SN,2002,488,m,45-54
24920,SN,2002,279,m,55-64
24921,SN,2003,77,f,0-14
24922,SN,2003,629,f,15-24
24923,SN,2003,600,f,25-34
24924,SN,2003,398,f,35-44
24925,SN,2003,212,f,45-54
24926,SN,2003,122,f,55-64
24927,SN,2003,50,m,0-14
24928,SN,2003,1005,m,15-24
24929,SN,2003,1438,m,25-34
24930,SN,2003,896,m,35-44
24931,SN,2003,531,m,45-54
24932,SN,2003,293,m,55-64
24933,SN,2004,73,f,0-14
24934,SN,2004,620,f,15-24
24935,SN,2004,485,f,25-34
24936,SN,2004,324,f,35-44
24937,SN,2004,211,f,45-54
24938,SN,2004,139,f,55-64
24939,SN,2004,60,m,0-14
24940,SN,2004,1085,m,15-24
24941,SN,2004,1464,m,25-34
24942,SN,2004,915,m,35-44
24943,SN,2004,506,m,45-54
24944,SN,2004,264,m,55-64
24945,SN,2005,83,f,0-14
24946,SN,2005,709,f,15-24
24947,SN,2005,568,f,25-34
24948,SN,2005,351,f,35-44
24949,SN,2005,185,f,45-54
24950,SN,2005,116,f,55-64
24951,SN,2005,71,m,0-14
24952,SN,2005,1050,m,15-24
24953,SN,2005,1561,m,25-34
24954,SN,2005,904,m,35-44
24955,SN,2005,533,m,45-54
24956,SN,2005,274,m,55-64
24957,SN,2006,74,f,0-14
24958,SN,2006,676,f,15-24
24959,SN,2006,572,f,25-34
24960,SN,2006,360,f,35-44
24961,SN,2006,204,f,45-54
24962,SN,2006,124,f,55-64
24963,SN,2006,60,m,0-14
24964,SN,2006,1124,m,15-24
24965,SN,2006,1606,m,25-34
24966,SN,2006,919,m,35-44
24967,SN,2006,553,m,45-54
24968,SN,2006,292,m,55-64
24969,SN,2007,73,f,0-14
24970,SN,2007,761,f,15-24
24971,SN,2007,603,f,25-34
24972,SN,2007,378,f,35-44
24973,SN,2007,241,f,45-54
24974,SN,2007,121,f,55-64
24975,SN,2007,57,m,0-14
24976,SN,2007,1053,m,15-24
24977,SN,2007,1722,m,25-34
24978,SN,2007,875,m,35-44
24979,SN,2007,549,m,45-54
24980,SN,2007,329,m,55-64
24981,SN,2008,79,f,0-14
24982,SN,2008,816,f,15-24
24983,SN,2008,659,f,25-34
24984,SN,2008,368,f,35-44
24985,SN,2008,230,f,45-54
24986,SN,2008,78,f,5-14
24987,SN,2008,148,f,55-64
24988,SN,2008,67,m,0-14
24989,SN,2008,1274,m,15-24
24990,SN,2008,1767,m,25-34
24991,SN,2008,907,m,35-44
24992,SN,2008,593,m,45-54
24993,SN,2008,65,m,5-14
24994,SN,2008,351,m,55-64
24995,SO,1995,38,f,0-14
24996,SO,1995,158,f,15-24
24997,SO,1995,139,f,25-34
24998,SO,1995,97,f,35-44
24999,SO,1995,40,f,45-54
25000,SO,1995,25,f,55-64
25001,SO,1995,46,m,0-14
25002,SO,1995,334,m,15-24
25003,SO,1995,730,m,25-34
25004,SO,1995,201,m,35-44
25005,SO,1995,127,m,45-54
25006,SO,1995,278,m,55-64
25007,SO,1996,49,f,0-14
25008,SO,1996,221,f,15-24
25009,SO,1996,224,f,25-34
25010,SO,1996,108,f,35-44
25011,SO,1996,50,f,45-54
25012,SO,1996,38,f,55-64
25013,SO,1996,45,m,0-14
25014,SO,1996,439,m,15-24
25015,SO,1996,557,m,25-34
25016,SO,1996,263,m,35-44
25017,SO,1996,153,m,45-54
25018,SO,1996,82,m,55-64
25019,SO,1997,63,f,0-14
25020,SO,1997,296,f,15-24
25021,SO,1997,313,f,25-34
25022,SO,1997,173,f,35-44
25023,SO,1997,82,f,45-54
25024,SO,1997,56,f,55-64
25025,SO,1997,72,m,0-14
25026,SO,1997,565,m,15-24
25027,SO,1997,658,m,25-34
25028,SO,1997,311,m,35-44
25029,SO,1997,187,m,45-54
25030,SO,1997,172,m,55-64
25031,SO,1998,77,f,0-14
25032,SO,1998,270,f,15-24
25033,SO,1998,321,f,25-34
25034,SO,1998,176,f,35-44
25035,SO,1998,78,f,45-54
25036,SO,1998,74,f,55-64
25037,SO,1998,99,m,0-14
25038,SO,1998,541,m,15-24
25039,SO,1998,599,m,25-34
25040,SO,1998,337,m,35-44
25041,SO,1998,198,m,45-54
25042,SO,1998,145,m,55-64
25043,SO,1999,131,f,0-14
25044,SO,1999,302,f,15-24
25045,SO,1999,302,f,25-34
25046,SO,1999,190,f,35-44
25047,SO,1999,100,f,45-54
25048,SO,1999,74,f,55-64
25049,SO,1999,136,m,0-14
25050,SO,1999,643,m,15-24
25051,SO,1999,678,m,25-34
25052,SO,1999,383,m,35-44
25053,SO,1999,175,m,45-54
25054,SO,1999,175,m,55-64
25055,SO,2000,85,f,0-14
25056,SO,2000,354,f,15-24
25057,SO,2000,319,f,25-34
25058,SO,2000,219,f,35-44
25059,SO,2000,110,f,45-54
25060,SO,2000,72,f,55-64
25061,SO,2000,113,m,0-14
25062,SO,2000,740,m,15-24
25063,SO,2000,724,m,25-34
25064,SO,2000,408,m,35-44
25065,SO,2000,254,m,45-54
25066,SO,2000,195,m,55-64
25067,SO,2001,91,f,0-14
25068,SO,2001,439,f,15-24
25069,SO,2001,413,f,25-34
25070,SO,2001,259,f,35-44
25071,SO,2001,129,f,45-54
25072,SO,2001,97,f,55-64
25073,SO,2001,125,m,0-14
25074,SO,2001,899,m,15-24
25075,SO,2001,880,m,25-34
25076,SO,2001,476,m,35-44
25077,SO,2001,310,m,45-54
25078,SO,2001,257,m,55-64
25079,SO,2002,112,f,0-14
25080,SO,2002,468,f,15-24
25081,SO,2002,447,f,25-34
25082,SO,2002,302,f,35-44
25083,SO,2002,172,f,45-54
25084,SO,2002,111,f,55-64
25085,SO,2002,119,m,0-14
25086,SO,2002,922,m,15-24
25087,SO,2002,821,m,25-34
25088,SO,2002,478,m,35-44
25089,SO,2002,307,m,45-54
25090,SO,2002,219,m,55-64
25091,SO,2003,106,f,0-14
25092,SO,2003,535,f,15-24
25093,SO,2003,462,f,25-34
25094,SO,2003,333,f,35-44
25095,SO,2003,171,f,45-54
25096,SO,2003,161,f,55-64
25097,SO,2003,118,m,0-14
25098,SO,2003,1054,m,15-24
25099,SO,2003,850,m,25-34
25100,SO,2003,513,m,35-44
25101,SO,2003,319,m,45-54
25102,SO,2003,250,m,55-64
25103,SO,2004,129,f,0-14
25104,SO,2004,676,f,15-24
25105,SO,2004,618,f,25-34
25106,SO,2004,428,f,35-44
25107,SO,2004,266,f,45-54
25108,SO,2004,157,f,55-64
25109,SO,2004,175,m,0-14
25110,SO,2004,1228,m,15-24
25111,SO,2004,1059,m,25-34
25112,SO,2004,610,m,35-44
25113,SO,2004,419,m,45-54
25114,SO,2004,326,m,55-64
25115,SO,2005,169,f,0-14
25116,SO,2005,752,f,15-24
25117,SO,2005,636,f,25-34
25118,SO,2005,436,f,35-44
25119,SO,2005,292,f,45-54
25120,SO,2005,212,f,55-64
25121,SO,2005,125,m,0-14
25122,SO,2005,1343,m,15-24
25123,SO,2005,1114,m,25-34
25124,SO,2005,725,m,35-44
25125,SO,2005,458,m,45-54
25126,SO,2005,330,m,55-64
25127,SO,2006,170,f,0-14
25128,SO,2006,668,f,15-24
25129,SO,2006,628,f,25-34
25130,SO,2006,432,f,35-44
25131,SO,2006,269,f,45-54
25132,SO,2006,171,f,55-64
25133,SO,2006,166,m,0-14
25134,SO,2006,1377,m,15-24
25135,SO,2006,1121,m,25-34
25136,SO,2006,647,m,35-44
25137,SO,2006,436,m,45-54
25138,SO,2006,309,m,55-64
25139,SO,2007,135,f,0-14
25140,SO,2007,602,f,15-24
25141,SO,2007,520,f,25-34
25142,SO,2007,378,f,35-44
25143,SO,2007,243,f,45-54
25144,SO,2007,181,f,55-64
25145,SO,2007,125,m,0-14
25146,SO,2007,1239,m,15-24
25147,SO,2007,1008,m,25-34
25148,SO,2007,578,m,35-44
25149,SO,2007,407,m,45-54
25150,SO,2007,296,m,55-64
25151,SO,2008,138,f,0-14
25152,SO,2008,604,f,15-24
25153,SO,2008,587,f,25-34
25154,SO,2008,439,f,35-44
25155,SO,2008,285,f,45-54
25156,SO,2008,191,f,55-64
25157,SO,2008,116,m,0-14
25158,SO,2008,1273,m,15-24
25159,SO,2008,1067,m,25-34
25160,SO,2008,635,m,35-44
25161,SO,2008,422,m,45-54
25162,SO,2008,314,m,55-64
25163,SR,1996,2,f,0-14
25164,SR,1996,3,f,15-24
25165,SR,1996,6,f,25-34
25166,SR,1996,5,f,35-44
25167,SR,1996,0,f,45-54
25168,SR,1996,3,f,55-64
25169,SR,1996,1,m,0-14
25170,SR,1996,5,m,15-24
25171,SR,1996,11,m,25-34
25172,SR,1996,11,m,35-44
25173,SR,1996,0,m,45-54
25174,SR,1996,4,m,55-64
25175,SR,1997,0,f,0-14
25176,SR,1997,4,f,15-24
25177,SR,1997,1,f,25-34
25178,SR,1997,0,f,35-44
25179,SR,1997,1,f,45-54
25180,SR,1997,0,f,55-64
25181,SR,1997,0,m,0-14
25182,SR,1997,6,m,15-24
25183,SR,1997,7,m,25-34
25184,SR,1997,3,m,35-44
25185,SR,1997,2,m,45-54
25186,SR,1997,0,m,55-64
25187,SR,2000,2,f,0-14
25188,SR,2000,3,f,15-24
25189,SR,2000,6,f,25-34
25190,SR,2000,3,f,35-44
25191,SR,2000,0,f,45-54
25192,SR,2000,1,f,55-64
25193,SR,2000,1,m,0-14
25194,SR,2000,6,m,15-24
25195,SR,2000,6,m,25-34
25196,SR,2000,3,m,35-44
25197,SR,2000,2,m,45-54
25198,SR,2000,0,m,55-64
25199,SR,2001,0,f,0-14
25200,SR,2001,2,f,15-24
25201,SR,2001,5,f,25-34
25202,SR,2001,3,f,35-44
25203,SR,2001,2,f,45-54
25204,SR,2001,0,f,55-64
25205,SR,2001,1,m,0-14
25206,SR,2001,2,m,15-24
25207,SR,2001,7,m,25-34
25208,SR,2001,3,m,35-44
25209,SR,2001,2,m,45-54
25210,SR,2001,4,m,55-64
25211,SR,2002,0,f,0-14
25212,SR,2002,3,f,15-24
25213,SR,2002,2,f,25-34
25214,SR,2002,4,f,35-44
25215,SR,2002,2,f,45-54
25216,SR,2002,0,f,55-64
25217,SR,2002,2,m,0-14
25218,SR,2002,1,m,15-24
25219,SR,2002,12,m,25-34
25220,SR,2002,10,m,35-44
25221,SR,2002,2,m,45-54
25222,SR,2002,3,m,55-64
25223,SR,2003,1,f,0-14
25224,SR,2003,4,f,15-24
25225,SR,2003,2,f,25-34
25226,SR,2003,2,f,35-44
25227,SR,2003,2,f,45-54
25228,SR,2003,1,f,55-64
25229,SR,2003,0,m,0-14
25230,SR,2003,5,m,15-24
25231,SR,2003,1,m,25-34
25232,SR,2003,13,m,35-44
25233,SR,2003,6,m,45-54
25234,SR,2003,1,m,55-64
25235,SR,2004,0,f,0-14
25236,SR,2004,3,f,15-24
25237,SR,2004,2,f,25-34
25238,SR,2004,1,f,35-44
25239,SR,2004,1,f,45-54
25240,SR,2004,1,f,55-64
25241,SR,2004,0,m,0-14
25242,SR,2004,6,m,15-24
25243,SR,2004,8,m,25-34
25244,SR,2004,14,m,35-44
25245,SR,2004,6,m,45-54
25246,SR,2004,2,m,55-64
25247,SR,2005,0,f,0-14
25248,SR,2005,3,f,15-24
25249,SR,2005,2,f,25-34
25250,SR,2005,1,f,35-44
25251,SR,2005,2,f,45-54
25252,SR,2005,1,f,55-64
25253,SR,2005,0,m,0-14
25254,SR,2005,7,m,15-24
25255,SR,2005,8,m,25-34
25256,SR,2005,12,m,35-44
25257,SR,2005,6,m,45-54
25258,SR,2005,3,m,55-64
25259,SR,2006,2,f,0-14
25260,SR,2006,1,f,15-24
25261,SR,2006,4,f,25-34
25262,SR,2006,1,f,35-44
25263,SR,2006,8,f,45-54
25264,SR,2006,2,f,5-14
25265,SR,2006,0,f,55-64
25266,SR,2006,5,m,0-14
25267,SR,2006,6,m,15-24
25268,SR,2006,13,m,25-34
25269,SR,2006,9,m,35-44
25270,SR,2006,4,m,45-54
25271,SR,2006,4,m,5-14
25272,SR,2006,1,m,55-64
25273,ST,2000,3,f,0-14
25274,ST,2000,7,f,15-24
25275,ST,2000,15,f,25-34
25276,ST,2000,5,f,35-44
25277,ST,2000,7,f,45-54
25278,ST,2000,4,f,55-64
25279,ST,2000,1,m,0-14
25280,ST,2000,5,m,15-24
25281,ST,2000,11,m,25-34
25282,ST,2000,4,m,35-44
25283,ST,2000,7,m,45-54
25284,ST,2000,3,m,55-64
25285,ST,2001,1,f,0-14
25286,ST,2001,4,f,15-24
25287,ST,2001,10,f,25-34
25288,ST,2001,4,f,35-44
25289,ST,2001,8,f,45-54
25290,ST,2001,6,f,55-64
25291,ST,2001,0,m,0-14
25292,ST,2001,7,m,15-24
25293,ST,2001,14,m,25-34
25294,ST,2001,6,m,35-44
25295,ST,2001,6,m,45-54
25296,ST,2001,5,m,55-64
25297,ST,2002,0,f,0-14
25298,ST,2002,6,f,15-24
25299,ST,2002,5,f,25-34
25300,ST,2002,2,f,35-44
25301,ST,2002,3,f,45-54
25302,ST,2002,2,f,55-64
25303,ST,2002,1,m,0-14
25304,ST,2002,7,m,15-24
25305,ST,2002,6,m,25-34
25306,ST,2002,2,m,35-44
25307,ST,2002,2,m,45-54
25308,ST,2002,2,m,55-64
25309,ST,2003,0,f,0-14
25310,ST,2003,3,f,15-24
25311,ST,2003,7,f,25-34
25312,ST,2003,8,f,35-44
25313,ST,2003,1,f,45-54
25314,ST,2003,0,f,55-64
25315,ST,2003,1,m,0-14
25316,ST,2003,2,m,15-24
25317,ST,2003,4,m,25-34
25318,ST,2003,5,m,35-44
25319,ST,2003,3,m,45-54
25320,ST,2003,0,m,55-64
25321,ST,2004,1,f,0-14
25322,ST,2004,4,f,15-24
25323,ST,2004,5,f,25-34
25324,ST,2004,5,f,35-44
25325,ST,2004,2,f,45-54
25326,ST,2004,1,f,55-64
25327,ST,2004,3,m,0-14
25328,ST,2004,5,m,15-24
25329,ST,2004,7,m,25-34
25330,ST,2004,6,m,35-44
25331,ST,2004,5,m,45-54
25332,ST,2004,2,m,55-64
25333,ST,2005,1,f,0-14
25334,ST,2005,4,f,15-24
25335,ST,2005,5,f,25-34
25336,ST,2005,3,f,35-44
25337,ST,2005,2,f,45-54
